,SMILES,FP,FP array
543,CCCC1(C)OCc2cc([Si](OCC)OCC)ccc2O1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002883c0>,[0 0 0 ... 0 0 0]
544,[2H]C([2H])([2H])N(CC(=O)OCCCCCCC)/C(N)=N/C(=O)CCCCC/C=C\CCCCCCCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288430>,[0 0 0 ... 0 0 0]
545,O=P(c1ccccc1)(c1ccc(-c2c3ccccc3cc3c2ccc2c4ccccc4ccc32)cc1)c1cccc2ccccc12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002884a0>,[0 0 0 ... 0 0 0]
546,C1=CC2C3c4ccc(-c5nc(-c6ccc(-c7ccc(-c8ccccc8)cc7)cc6)nc(-c6ccc7c(c6)sc6ccccc67)n5)cc4N(c4ccccc4)C23C=C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288510>,[0 0 0 ... 0 0 0]
547,[C-]#[N+]/C(C#N)=C1C(=C/c2nc3c(s2)-c2cc4c(cc2OC32CCCCC2)-c2sc(/C=C3\C(=O)c5ccccc5\C3=C(\C#N)[N+]#[C-])nc2C2(CCCCC2)O4)/C(=O)c2ccccc2/1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288580>,[0 1 1 ... 0 0 0]
548,[C-]#[N+]/C(C#N)=C1C(=C/c2nc3c(s2)-c2cc4c(cc2OC32CCCCC2)-c2sc(/C=C3\C(=O)c5cc(F)c(F)cc5\C3=C(\C#N)[N+]#[C-])nc2C2(CCCCC2)O4)/C(=O)c2cc(F)c(F)cc2/1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002885f0>,[0 0 1 ... 0 0 0]
549,CC1(C)c2cc(-c3ccc(N=C(C#N)C#N)s3)sc2-c2sc(-c3ccc(N=C(C#N)C#N)s3)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288660>,[0 0 0 ... 0 0 0]
550,CC1(C)c2cc(C=C3C(=O)c4cc(F)c(F)cc4C3=O)sc2-c2sc(C=C3C(=O)c4cc(F)c(F)cc4C3=O)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002886d0>,[0 0 0 ... 0 0 0]
551,CC1(C)c2cc(/C=C3\C(=O)C(=O)c4cc(C(F)(F)F)ccc43)sc2-c2sc(/C=C3\C(=O)C(=O)c4cc(C(F)(F)F)ccc43)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288740>,[0 0 0 ... 0 0 0]
552,CC1(C)c2cc(N=C3C(=O)C4CCCCC4C3=O)sc2-c2sc(N=C3C(=O)C4CCCCC4C3=O)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002887b0>,[0 0 0 ... 0 0 0]
553,CC1(C)c2cc(C=C3C(=O)c4cc5ccccc5cc4C3=O)sc2-c2sc(C=C3C(=O)c4cc5ccccc5cc4C3=O)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288820>,[0 0 0 ... 0 0 0]
554,CC1(C)c2cc(N=C3C(=O)C4CC5CCCCC5CC4C3=O)sc2-c2sc(N=C3C(=O)C4CC5CCCCC5CC4C3=O)cc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288890>,[0 0 0 ... 0 0 0]
555,Fc1ccc2c(c1Br)C=NC2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288900>,[0 0 0 ... 0 0 0]
556,C=CCOC(=O)C(Oc1nc(-c2cccs2)cc(C2=NC=CC2)c1C#N)c1ccccc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288970>,[0 1 0 ... 0 0 0]
557,CC1/C=C\c2nc(Nc3cc(F)ccc3[N+](=O)[O-])ccc2CC2=C(S1)C(=O)N[C@H](C)CN2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475002889e0>,[0 0 0 ... 0 0 0]
558,Cc1cc(/C=C/c2ccc(-n3cccn3)cc2)cc(C)c1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288a50>,[0 0 0 ... 0 0 0]
559,COCCOc1ccc(/C=C/c2cc(C)c(O)c(F)c2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288ac0>,[0 0 0 ... 0 0 0]
560,Cc1cc(/C=C\c2ccc(N3CCCC3)cc2)cc(F)c1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288b30>,[0 0 0 ... 0 0 0]
561,COCCOc1ccc(/C=C/c2cc(C)c(O)c(C)c2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288ba0>,[0 0 0 ... 0 0 0]
562,Cc1cc(/C=C\c2ccc(N3CCCC3)cc2)cc(C)c1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288c10>,[0 0 0 ... 0 0 0]
563,[2H]c1c(C)c([2H])c2nc(-n3c4c([2H])c([2H])c([2H])c([2H])c4c4c([2H])c(-n5c6c([2H])c([2H])c([2H])c([2H])c6c6c([2H])c([2H])c([2H])c([2H])c65)c([2H])c([2H])c43)nc(-c3c([2H])c([2H])c4c([2H])c([2H])c([2H])c([2H])c4c3[2H])c2c1[2H],<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288c80>,[0 0 0 ... 0 0 0]
564,CCn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Oc3cccc(C4(O)CCC4)c3)ccc2OC(F)F)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288cf0>,[0 1 0 ... 0 0 0]
565,CCn1cc(NC(=O)c2cnn3cccnc23)c(-c2cc(Oc3cc(F)cc(C4(O)CCC4)c3)ccc2OC(F)F)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288d60>,[0 1 0 ... 0 0 0]
566,[2H]c1c([2H])c([2H])c2c(c1[2H])Oc1c([2H])c(-n3c4ccccc4c4ccccc43)c([2H])c3c1B2c1c([2H])c([2H])c([2H])c(C)c1O3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288dd0>,[0 0 0 ... 0 0 0]
567,[2H]c1c([2H])c([2H])c2c(c1[2H])Oc1c([2H])c(-n3c4c([2H])c([2H])c([2H])c([2H])c4c4c([2H])c([2H])c([2H])c([2H])c43)c([2H])c3c1B2c1c([2H])c([2H])c([2H])c(C)c1O3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288e40>,[0 0 0 ... 0 0 0]
568,[2H]c1c(-n2c3c([2H])c([2H])c([2H])c([2H])c3c3c([2H])c([2H])c([2H])c([2H])c32)nc(-c2c([2H])c([2H])c([2H])c([2H])c2-n2c3c([2H])c([2H])c([2H])c([2H])c3c3c([2H])c([2H])c([2H])c([2H])c32)nc1-n1c2c([2H])c([2H])c([2H])c([2H])c2c2c([2H])c(C)c([2H])c([2H])c21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288eb0>,[0 0 0 ... 0 0 0]
569,Cc1cnc(C(=O)/N=C/N(C)C)c(C)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288f20>,[0 0 0 ... 0 0 0]
570,c1ccc(-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3cc4c(cc3-c3ccc5c(c3)oc3ccccc35)c3ccccc3n4-c3ccc4ccccc4c3)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500288f90>,[0 0 0 ... 0 0 0]
571,c1ccc(-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3cc4c(cc3-c3ccc5c(c3)oc3ccccc35)c3ccccc3n4-c3cccc4ccccc34)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635040>,[0 0 0 ... 0 0 0]
572,c1ccc(-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3cc4c(cc3-c3ccc5c(c3)oc3ccccc35)c3ccccc3n4-c3cc4ccccc4c4ccccc34)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006350b0>,[0 0 0 ... 0 0 0]
573,c1ccc(-c2ccc(N(c3ccc(-c4ccccc4)cc3)c3cc4c(cc3-c3ccc5c(c3)oc3ccccc35)c3ccccc3n4-c3ccc4c5ccccc5c5ccccc5c4c3)cc2)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635120>,[0 0 0 ... 0 0 0]
574,CC(C)(C)S(=O)(=O)Cc1cc(Cc2nc(Cl)ncc2I)ccc1Cl,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635190>,[0 0 0 ... 0 0 0]
575,CC(=O)OCCC(=O)N1C(=O)C(=O)Cc2ccccc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635200>,[0 0 0 ... 0 0 0]
576,CO[C@@H]1[C@H](C)[C@@H](C(=O)O)O[C@H]1n1cnc2c(N)ncnc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635270>,[0 0 0 ... 0 0 0]
577,CO[C@@H]1[C@H](C)[C@@H](CO)O[C@H]1n1cnc2c(N)ncnc21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006352e0>,[0 0 0 ... 0 0 0]
578,[2H]C([2H])(O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635350>,[0 0 0 ... 0 0 0]
579,CC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006353c0>,[0 0 0 ... 0 0 0]
580,COC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635430>,[0 0 0 ... 0 0 0]
581,[2H]C([2H])(O)[C@H]1O[C@@H](n2cnc3c(NC(=O)c4ccccc4)ncnc32)[C@H](OC)[C@@H]1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006354a0>,[0 0 0 ... 0 0 0]
582,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](C)C6)nc4N4CCCC(O)C4)C3)c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635510>,[0 0 0 ... 0 0 0]
583,CCc1c(F)ccc2cc(O)cc(N3CCc4c(nc(OC[C@@]56CCCN5C[C@H](C)C6)nc4N4CCC(c5[nH]ncc5N)C4)C3)c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635580>,[0 0 0 ... 0 0 0]
584,CCCN1CC[C@@]2(c3cccc(O)c3)CCC[C@@H]1/C2=C\C(=O)OCC,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006355f0>,[0 0 0 ... 0 0 0]
585,CC(F)(F)c1cc(NC(=O)Nc2ccc(Oc3cc(NC(=O)C4CC4)ncn3)cc2Cl)ccc1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635660>,[0 0 0 ... 0 0 0]
586,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1cccc(OC(C)(F)F)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006356d0>,[0 0 0 ... 0 0 0]
587,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1ccc(F)c(OC(C)(F)F)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635740>,[0 0 0 ... 0 0 0]
588,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1cc(OC(C)(F)F)ccc1F,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006357b0>,[0 0 0 ... 0 0 0]
589,Cc1cc(Oc2cc(NC(=O)C3CC3)ncn2)ccc1NC(=O)Nc1ccc(Cl)c(OC(C)(F)F)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635820>,[0 0 0 ... 0 0 0]
590,Cc1cc(C(=O)N2Cc3c(C(=O)NCc4c(F)cccc4-n4cccn4)n(-c4ccc(OC5CC5)cc4)c(=O)n3C[C@H]2C)ccc1Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635890>,[0 0 0 ... 0 0 0]
591,Cc1cc(C(=O)N2Cc3c(C(=O)NCc4c(F)cccc4-n4cccn4)n(-c4ccc(OC5CC5)cc4)c(=O)n3C[C@@H]2C)ccc1Br,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635900>,[0 0 0 ... 0 0 0]
592,CCc1ccnc(-c2ccccc2CNC(=O)c2c3n(c(=O)n2-c2ccc(OC4CC4)cc2)C[C@@H](C)N(C(=O)c2ccc(Br)c(Cl)c2)C3)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635970>,[0 0 0 ... 0 0 0]
593,CCc1ccnc(-c2ccccc2CNC(=O)c2c3n(c(=O)n2-c2ccc(OC4CC4)cc2)C[C@H](C)N(C(=O)c2ccc(Br)c(Cl)c2)C3)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006359e0>,[0 0 0 ... 0 0 0]
594,Cc1cnc(C)n1CCOC(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635a50>,[0 1 0 ... 0 0 0]
595,COC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)C[C@@H]1OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635ac0>,[0 0 0 ... 0 0 0]
596,COc1nc(-c2cccc(-c3cccc(-c4ccn5c(=O)cc(CN6C[C@@H](O)CC6=O)nc5c4)c3Cl)c2Cl)ccc1CN(CS[C@@H]1CCC(=O)N1)C(=O)OC(C)(C)C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635b30>,[0 0 0 ... 0 0 0]
597,[2H]C([2H])([2H])C([2H])(C)Oc1ccc(-c2cn3c(-c4ccc(OC(C)(C)C)cc4)cnc3cc2C)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635ba0>,[0 1 0 ... 0 0 0]
598,Cc1ccc2c(c1)Cc1cc(C)ccc1-c1ccccc1Cc1ccccc1-2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635c10>,[0 0 0 ... 0 0 0]
599,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](C(=O)N2CCCC2)N(C)C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)CCCCNC(=O)[C@@H]2CCCN2C(=O)[C@H](CCc2ccc(C(F)(F)F)c(Cl)c2)NC(=O)CN(C)C(=O)[C@H](Cc2ccc(C(F)(F)F)cc2)N(C)C(=O)[C@@H]2CCN2C(=O)[C@H](C)N(C)C1=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635c80>,[0 1 0 ... 0 0 0]
600,CC(=O)N[C@H]1C(O)C[C@](CC(C)(C)C)(OC=O)OC1C=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635cf0>,[0 0 0 ... 0 0 0]
601,O=C(O)CNCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635d60>,[0 0 0 ... 0 0 1]
602,Cc1ncnc2c1ccn2[C@@H]1C[C@@]2(CC(=O)N(c3ccc4cc(Br)c(Cl)nc4c3)C2)[C@@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635dd0>,[0 0 0 ... 0 0 0]
603,Cc1ncnc2c1ccn2[C@@H]1C[C@@]2(CCN(c3ccc4cc(Br)c(Cl)nc4c3)C2)[C@@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635e40>,[0 0 0 ... 0 0 0]
604,Cc1ncnc2c1ccn2[C@@H]1C[C@@]2(CN[C@H](c3ccc4cc(Cl)c(N)nc4c3)C2)[C@@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635eb0>,[0 0 0 ... 0 0 0]
605,Cc1ncnc2c1ccn2[C@@H]1C[C@@]2(CN[C@@H](c3ccc4cc(Cl)c(N)nc4c3)C2)[C@@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635f20>,[0 0 0 ... 0 0 0]
606,O=C1c2cc(-c3ccc(CN4CCCCC4)cc3)c3c4c(cc(CCCN5CCCC5)c(c24)C(=O)N1CCCN1CCOCC1)C(=O)N(CCCN1CCOCC1)C3=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500635f90>,[0 0 1 ... 0 0 0]
607,C=CC(=O)N1CCN(c2nc(=O)n3c4c(c(-c5ccc(F)cc5F)c(C)cc24)SC[C@@H](N(C)CC(F)(F)F)C3)[C@@H](C)C1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641040>,[0 0 0 ... 0 0 0]
608,NC1CCC(Nc2nccc(-c3cccnc3Cc3ccc(CS(=O)(=O)CC(F)(F)F)c(F)c3)n2)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006410b0>,[0 0 0 ... 0 0 0]
609,CC(C)=CC1(C2CC=C(C)C2(C)C)CC1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641120>,[0 0 0 ... 0 0 0]
610,Cc1ccc(NC(=O)Cc2cccc(C(F)(F)F)c2)cc1-n1cc(-c2ccc(CC(=O)C3CC3)nc2)cn1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641190>,[0 0 0 ... 0 0 0]
611,CCC(C)(C)[C@@](C)(O)c1nnc(C)o1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641200>,[0 0 0 ... 0 0 0]
612,c1ccc2c(c1)oc1cccc(-c3ccc(N(c4ccc(-c5cccc6sc7ccccc7c56)cc4)c4cccc5sc6ccccc6c45)cc3)c12,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641270>,[0 0 0 ... 0 0 0]
613,c1cc(-c2cccc3c2oc2ccccc23)cc(N(c2ccc(-c3cccc4sc5ccccc5c34)cc2)c2cccc3sc4ccccc4c23)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006412e0>,[0 0 0 ... 0 0 0]
614,c1cc(-c2cccc3c2oc2ccccc23)cc(N(c2ccc(-c3cccc4c3sc3ccccc34)cc2)c2cccc3sc4ccccc4c23)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641350>,[0 0 0 ... 0 0 0]
615,c1cc(-c2cccc3c2oc2ccccc23)cc(N(c2ccc(-c3ccc4sc5ccccc5c4c3)cc2)c2cccc3sc4ccccc4c23)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006413c0>,[0 0 0 ... 0 0 0]
616,c1cc(-c2cccc3c2oc2ccccc23)cc(N(c2ccc(-c3ccc4c(c3)sc3ccccc34)cc2)c2cccc3sc4ccccc4c23)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641430>,[0 0 0 ... 0 0 0]
617,c1cc(-c2ccc3c(c2)oc2ccccc23)cc(N(c2ccc(-c3ccc4c(c3)sc3ccccc34)cc2)c2cccc3sc4ccccc4c23)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006414a0>,[0 0 0 ... 0 0 0]
618,COc1cc2nn(C3CNC3)cc2cc1NC(=O)c1cccc(C)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641510>,[0 0 0 ... 0 0 0]
619,COc1cc2nn(C3CN(C(=O)C(C)(C)O)C3)cc2cc1NC(=O)c1cccc(C)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641580>,[0 1 0 ... 0 0 0]
620,COc1cc2nn(C3CN(C(=O)OC(C)(C)C)C3)cc2cc1NC(=O)c1cccc(C)n1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006415f0>,[0 0 0 ... 0 0 0]
621,C/C=C/C/C=C/[C@H](C)C1=NC(/C(=C\N)CC(C#N)[C@@H](C)N(C)C(C)C)=C(C)[C@H](OCCC(C)(C)CN)C=N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641660>,[0 1 0 ... 0 0 1]
622,C=C1CCC(N2C(=O)C=C(Nc3ccc4cn[nH]c4c3)C2=O)C(=O)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006416d0>,[0 0 0 ... 0 0 0]
623,C=C1CCC(N2C(=O)C=C(Nc3cccc(-c4ccn[nH]4)c3)C2=O)C(=O)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641740>,[0 0 0 ... 0 0 0]
624,C=C1CCC(N2C(=O)C=C(Nc3ccc(C(=O)N(C)C)cc3)C2=O)C(=O)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006417b0>,[0 0 0 ... 0 0 0]
625,C=C1CCC(N2C(=O)C=C(Nc3cccc(C(=O)N(C)C)c3)C2=O)C(=O)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641820>,[0 0 0 ... 0 0 0]
626,C=C1CCC(N2C(=O)C=C(Nc3cccc(CC(=O)N(C)C)c3)C2=O)C(=O)N1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641890>,[0 0 0 ... 0 0 0]
627,O=C(O)C(CO)CC(=O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641900>,[0 1 0 ... 0 0 0]
628,CCc1cc(OCCCCn2cc(COCCOCCOCCOCCOCCOCCOCCOCCNC(C)C)nn2)ccc1-c1ccc(C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@](C)(CC(=O)[C@@H](NC(=O)CCC(=O)[C@H](Cc2nn[nH]n2)NC(=O)C(C)(C)C(=O)NCCc2cnc[nH]2)[C@@H](C)O)Cc2ccccc2F)[C@@H](C)O)C(=O)N[C@@H](CCCc2cc(C)cc(C)c2)C(N)=O)cc1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641970>,[0 1 0 ... 0 0 0]
629,O=C1C[C@H](CCC(=O)N2CC(c3ccc(Oc4ccc(OC(F)(F)F)cc4)nc3)C2)CO1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x1475006419e0>,[0 0 0 ... 0 0 0]
630,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CCc2ccc3cc4c(nc3c2)CCCC4)[C@@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641a50>,[0 0 0 ... 0 0 0]
631,Cc1ncnc2c1ccn2[C@@H]1C[C@@]2(CO[C@H](c3ccc4cc(Br)c(Cl)nc4c3)C2)[C@@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641ac0>,[0 0 0 ... 0 0 0]
632,Cc1ncnc2c1ccn2[C@@H]1C[C@@]2(CO[C@@H](c3ccc4cc(Br)c(Cl)nc4c3)C2)[C@@H](O)[C@H]1O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641b30>,[0 0 0 ... 0 0 0]
633,CCSCC[C@H](NC(=O)Nc1ccc(CNC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN3CC(=O)OC3C2)cc1)C(=O)CCC(=O)N[C@@H](CCCCN1C(=O)CC(C)C1=O)C(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641ba0>,[0 1 0 ... 0 0 0]
634,CC(=O)OC[C@@H]1OC(Oc2ccc(C(=O)CCCOCCOCCOCCN=[N+]=[N-])cc2O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641c10>,[0 0 0 ... 0 0 0]
635,CC(=O)OC[C@@H]1OC(Oc2ccc(C(=O)CCCOCCOCCOCCN=[N+]=[N-])cc2OS(=O)(=O)Oc2ccc(COc3ccc(CO)cc3CO)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641c80>,[0 0 0 ... 0 0 0]
636,CC(=O)OC[C@@H]1OC(Oc2ccc(C(=O)CCCOCCOCCOCCN=[N+]=[N-])cc2OS(=O)(=O)Oc2ccc(COc3ccc(CS(=O)(=O)Cl)cc3CS(=O)(=O)Cl)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641cf0>,[0 0 0 ... 0 0 0]
637,COCc1ccc(OCc2ccc(OS(=O)(=O)Oc3cc(C(=O)CCCOCCOCCOCCN=[N+]=[N-])ccc3OC3O[C@@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]3OC(C)=O)cc2)c(COC)c1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641d60>,[0 0 0 ... 0 0 0]
638,CC(=O)OC[C@@H]1OC(Oc2ccc(C(=O)CCCOCCOCCOCCN=[N+]=[N-])cc2OS(=O)(=O)Oc2ccc(COc3ccc(CSC(C)=O)cc3CSC(C)=O)cc2)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641dd0>,[0 0 0 ... 0 0 0]
639,Cc1ccc2c(c1)c1ccccc1n2-c1c(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cccc1-c1ccccc1C#N,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641e40>,[0 0 0 ... 0 0 0]
640,O=CO[C@H](CCC(=O)O)NC(=O)N[C@@H](CCC(=O)CCCOCCOCCC(=O)C[C@@H](Cc1ccccc1)C(=O)N[C@@H](CSC1CC(=O)C(c2ccc(C3=C4C=CCC=C4Oc4cc(O)c(F)cc43)cc2)C1=O)C(=O)O)C(=O)O,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641eb0>,[0 1 0 ... 0 0 0]
641,N#Cc1ccc2c(c1)C(c1ccc(CN3CCCCC3)cn1)=C(O)C2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641f20>,[0 0 1 ... 0 0 0]
642,CCN(C)C(=S)Cc1cc(C)c(C(=O)OCc2cccc(C(F)(F)F)c2)cc1C,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x147500641f90>,[0 0 0 ... 0 0 0]
